id,description,games,name,character_gender,obfuscated_description
8128,"Noel Kreiss is a playable character of Final Fantasy XIII-2, and a supporting character in Lightning Returns: Final Fantasy XIII.

When Noel was born in the Farseer tribe (that lived a nomadic life), he was the second to last child. After the Cocoon came crashing down, it's crystal shattering, the event left the world in ruins and warfare broke out that killed the majority of mankind.

When Noel travels back in time, he's the last remaining human being from 700 AF. He goes back to the past in order to try and change the outcome of his existence. He meets Lightning in Valhalla, who tells Noel about her sister and how she wants him to help them reunite while changing the future. Doing as he was told, he then goes to meet with Serah and quickly becomes her friend.

At first, Noel is cocky and confident, yet cheerful and soft-spoken. He's a self-sufficient fighter and a hunter that sadly suffers from amnesia thanks to the time paradox. Coming from a future where humanity is almost extinct, he has some trouble with his speech, so he tends to speak in a straightforward manner. The boy loves meeting new people and explore new places. Being very protective of others, he quickly starts caring for Serah and tries his best to protect her. Noel stands by his beliefs and morals, and as a remnant from his upbringing, values life and is reluctant to hurt or kill others unless necessary. This is the reason why he doesn't like Serah's boyfriend Snow, who has a very brash personality with the heads in the clouds.",[2449],Noel Kreiss,0,"<the character> is a playable character of <The game>, and a supporting character in <The game>.

When <the character> was born in <an organization> (that lived a nomadic life), <he> was the second to last child. After <a location> came crashing down, its crystal shattering, the event left the world in ruins and warfare broke out that killed the majority of mankind.

When <the character> travels back in time, <he>'s the last remaining human being from <a past event>. <he> goes back to the past in order to try and change the outcome of <his> existence. <he> meets <a character> in <a location>, who tells <the character> about <her> sister and how <she> wants <him> to help them reunite while changing the future. Doing as <he> was told, <he> then goes to meet with <a character> and quickly becomes <her> friend.

At first, <the character> is cocky and confident, yet cheerful and soft‑spoken. <He>'s a self‑sufficient fighter and a hunter that sadly suffers from amnesia thanks to the time paradox. Coming from a future where humanity is almost extinct, <he> has some trouble with <his> speech, so <he> tends to speak in a straightforward manner. The <person> loves meeting new people and explore new places. Being very protective of others, <he> quickly starts caring for <a character> and tries <his> best to protect <her>. <The character> stands by <his> beliefs and morals, and as a remnant from <his> upbringing, values life and is reluctant to hurt or kill others unless necessary. This is the reason why <he> doesn't like <a character>'s boyfriend <a character>, who has a very brash personality with the heads in the clouds."
2134,"Kratos was born in Sparta and became a fierce warrior. In a desperate moment during battle, he pledged his life to Ares in exchange for victory, becoming his servant. Ares, manipulating Kratos, caused him to slaughter his own wife and daughter, leading to Kratos’ deep hatred for the gods.

Fueled by rage and guilt, Kratos renounced Ares and embarked on a quest to destroy him, ultimately becoming the new God of War. His journey didn't end there; seeking revenge against the entire pantheon, Kratos waged war against the gods of Olympus, resulting in the destruction of the Greek world.

Years later, Kratos finds himself in the Norse realm, seeking a peaceful life with his son, Atreus. Despite his attempts to leave his past behind, he becomes entangled in the conflicts of the Norse gods. This new journey focuses on his relationship with Atreus and his struggle with his own violent nature as he faces gods and monsters of Norse mythology.","[1291, 549, 499, 551, 550, 19560]",Kratos,0,"<the character> was born in <a location> and became a fierce warrior. In a desperate moment during battle, <he/she/they> pledged <his/her/their> life to <a deity> in exchange for victory, becoming <their> servant. <a deity>, manipulating <the character>, caused <him/her/them> to slaughter <their> own wife and daughter, leading to <his/her/their> deep hatred for the gods.  

Fueled by rage and guilt, <the character> renounced <a deity> and embarked on a quest to destroy <them>, ultimately becoming the new <an artifact>. <his> journey didn't end there; seeking revenge against the entire pantheon, <the character> waged war against the gods of <a location>, resulting in the destruction of <a location>.  

Years later, <the character> finds <himself/herself/themselves> in <a location>, seeking a peaceful life with <their> son, <the character>. Despite <his/her/their> attempts to leave <his/her/their> past behind, <he/she/they> becomes entangled in the conflicts of <a location> gods. This new journey focuses on <his/her/their> relationship with <the character> and <his/her/their> struggle with <their> own violent nature as <he/she/they> faces gods and monsters of <a location> mythology."
16701,"Emil, also known as No. 7, is a companion and deuteragonist in NieR, its remake, NieR Replicant ver.1.22474487139..., and a minor character in NieR:Automata.

A young boy that joins Nier's party towards the end of Act I, cursed with the ability to turn anyone who sees his eyes to stone. He is the younger twin brother of Halua.

In Act II, Emil reveals himself to be No.7, an ancient weapon created through human experimentation. He is ultimately transformed into a skeleton-like being after fusing with Halua, but retains his soul and gains new powers.

In NieR:Automata, Emil is revealed to have survived the events of NieR. A disembodied copy of Emil is briefly encountered inside the head of a machine, and is later seen attached to a moving sales cart where he offers his wares for the roaming androids of YoRHa. He recovers his memories with the androids' help and reveals he and countless other Emils were created by the original Emil to fight against the aliens.",[113345],Emil,0,"<the character>, also known as <an identifier>, is a companion and deuteragonist in <The game>, its remake, <The game>, and a minor character in <The game>.

A young boy that joins the party towards the end of Act I, cursed with the ability to turn anyone who sees his eyes to stone. <he/she/they> is the younger twin brother of <a character>.

In Act II, <the character> reveals <himself/themself> to be <an identifier>, an ancient weapon created through human experimentation. <he/she/they> is ultimately transformed into a skeleton-like being after fusing with <a character>, but retains <his/her/their> soul and gains new powers.

In <The game>, <the character> is revealed to have survived the events of <The game>. A disembodied copy of <the character> is briefly encountered inside the head of a machine, and is later seen attached to a moving sales cart where <he/she/they> offers <his/her/their> wares for the roaming androids of <an organization>. <he/she/they> recovers <his/her/their> memories with the androids' help and reveals <he/she/they> and countless other <the character>s were created by the original <the character> to fight against the aliens."
136,"The G-Man is a mysterious and enigmatic character encountered several times in the Half-Life series. Referred to as a ""sinister interdimensional bureaucrat"",[3] he is known to display peculiar behavior and to wield powers far beyond those of a human. His identity and motives remain completely unexplained. His allegiance also remains unknown to this day. 
He plays the role of an overseer and eventual employer, watching over Gordon Freeman and other characters as the series progresses, at times helping or hindering them.",[233],G-Man,0,"<the character> is a mysterious and enigmatic figure encountered several times in <The game>. Referred to as a ""sinister interdimensional bureaucrat"", <he/she/they> is known to display peculiar behavior and to wield powers far beyond those of a human. <his/her/their> identity and motives remain completely unexplained. <his/her/their> allegiance also remains unknown to this day. <he/she/they> plays the role of an overseer and eventual employer, watching over <the character> and other characters as <The game> progresses, at times helping or hindering them."
8136,"Mr. Satan, also known as Hercule, is the World Martial Arts Champion and the Earth's protector in the Dragon Ball Z animation and video games. His real name is actually Mark. When Mark was young, he attended a fighting dojo called ""Satan Castle."" Through a combination of considerable power and good luck, he quickly became world champion and was called ""Mr. Satan"" after the name of his dojo. During the Dragon Ball X time period, Mr. Satan won the champion title by beating normal earthlings in a time when Goku and the other fighters were battling on Namek. He was already famous and rich, which resulted in him also being a egomaniac. On television he kept talking big about his strength and that he was the best fighter in the world.

Using his fame as ""the Hero who defeated Cell"", he seduces and sleeps with girls, acting like a leech who always turns his head when seeing a pretty face. He is very protective of his daughter Videl however, and would not allow her to hang out at any boy's house unless they are tougher than him.

If you dig deeper down in Mark's personality, he's actually a decent and honorable man with a kind heart. He genuinely cares about protecting the innocent and fighting for justice the best as he can. He shows moments of great courage when his family and friends are threatened by evil.",,Mr. Satan,0,"<the character>, also known as <the character>, is the World Martial Arts Champion and <a location>'s protector in <The game> animation and video games. <his> real name is actually <the character>. When <the character> was young, <he> attended a fighting dojo called ""<a location>"". Through a combination of considerable power and good luck, <he> quickly became world champion and was called ""<the character>"" after the name of <his> dojo. During the <a past event> time period, <the character> won the champion title by beating normal <a location>lings in a time when <he> and the other fighters were battling on <a location>. <he> was already famous and rich, which resulted in <him> also being an egomaniac. On television <he> kept talking big about <his> strength and that <he> was the best fighter in the world.

Using <his> fame as ""the Hero who defeated <a past event>"", <he> seduces and sleeps with girls, acting like a leech who always turns <his> head when seeing a pretty face. <he> is very protective of <his> daughter <a character> however, and would not allow her to hang out at any boy's house unless they are tougher than <him>.

If you dig deeper down in <the character>'s personality, <he> is actually a decent and honorable <man> with a kind heart. <he> genuinely cares about protecting the innocent and fighting for justice the best as <he> can. <he> shows moments of great courage when <his> family and friends are threatened by evil."
1898,"Dante is the primary protagonist of the Devil May Cry series created and published by Capcom. In the first four games, Dante is a private investigator and a demon hunting vigilante. He want to track down and kill those who murdered his mother and corrupted his brother. He is the son of Sparda who is a demon of great power. That's why Dante possesses numerous powers beyond that of any human. He can use a combination with a variety of weapons to accomplish his goals.

Named after the Italian poet Dante Alighieri, the character was designed to fit Devil May Cry game designer Hideki Kamiya's vision of a ""cool and stylish"" man, and his personality was based on the title character of the manga series Cobra. Dante's arsenal usually consists of firearms and melee weapons, including ""Ebony and Ivory"", twin handguns that never need reloading, as well as a variety of swords such as the ""Rebellion"" and ""Force Edge"", Devil Arms created by his father.

Dante has also become one of the most popular characters in gaming, having been recognized for his role in the Devil May Cry series and various characteristics that have attracted gamers. However, Dante's redesign and characterization in the reboot was the subject of controversy amongst gamers.","[1254, 134, 76253]",Dante,0,"<the character> is the primary protagonist of the <The game> series created and published by Capcom. In the first four games, <the character> is a private investigator and a demon hunting vigilante. <he/she/they> want to track down and kill those who murdered <his/her/their> mother and corrupted <his/her/their> brother. <he/she/they> is the son of Sparda who is a demon of great power. That's why <the character> possesses numerous powers beyond that of any human. <he/she/they> can use a combination with a variety of weapons to accomplish <his/her/their> goals.

Named after the Italian poet <a poet>, the character was designed to fit <The game> game designer Hideki Kamiya's vision of a ""cool and stylish"" <man/woman/person>, and <his/her/their> personality was based on the title character of the manga series <a series>. <the character>'s arsenal usually consists of firearms and melee weapons, including <an artifact>, twin handguns that never need reloading, as well as a variety of swords such as <an artifact> and <an artifact>, <an artifact> created by <his/her/their> father.

<the character> has also become one of the most popular characters in gaming, having been recognized for <his/her/their> role in the <The game> series and various characteristics that have attracted gamers. However, <the character>'s redesign and characterization in the reboot was the subject of controversy amongst gamers."
3465,"Christa is a main character who first appears in Telltale Games's The Walking Dead: Season One, played by voice actress Mara Junot. She is much more serious than her boyfriend Omid, but loves him deeply and is concerned for the safety of the group. After Lee's death, Christa and Omid take up Lee's role as Clementine's guardians.

Little is known about Christa's life before the outbreak. She lived in a San Francisco apartment, and she and her boyfriend, Omid, were taking the ""All-American Road Trip"" when the apocalypse began...","[3097, 1871, 14879, 55028]",Christa,1,"<the character> is a main character who first appears in <The game>, played by <a person>. <she> is much more serious than <her> boyfriend <the character>, but loves <him> deeply and is concerned for the safety of the group. After <the character>'s death, <the character> and <the character> take up <the character>'s role as <the character>'s guardians.

Little is known about <the character>'s life before the outbreak. <she> lived in <a location> apartment, and <she> and <her> boyfriend, <the character>, were taking the <a event> when the apocalypse began..."
9694,"Bwana is the main character in The Journey Down. He runs a gas station with his friend Kito in the shady corner of Kingsport Bay, at the outskirts of St Armando. They struggle hard to get costumers since the place is a bit run-down. The gas station, also known as Gas 'n' Charter, has been run by the guys ever since they were mysteriously abandoned by their adoptive father.

Little does Bwana know that he's about to be thrown into a emotional and spine-tingling adventure when he one day is approached by a mysterious woman from Agibo University called Lina. She is seeking a lost book that may hold the illegal secret to reaching the Underland. Bwana takes this as a chance to get out of the misery, and convinces Kito to come with them. Together they embark on this mysterious journey and Bwana hopes that he can finally uncover the true fate of their long lost father, Captain Kaonandodo.",,Bwana,0,"<the character> is the main character in <The game>. <he/she/they> runs a gas station with <a companion> in the shady corner of <a location>, at the outskirts of <a location>. They struggle hard to get costumers since the place is a bit run-down. The gas station, also known as <an organization>, has been run by the guys ever since they were mysteriously abandoned by <their> adoptive father.

Little does <the character> know that <he/she/they>'s about to be thrown into a emotional and spine-tingling adventure when <he/she/they> one day is approached by a mysterious woman from <an organization>. She is seeking <an artifact> that may hold the illegal secret to reaching <a location>. <the character> takes this as a chance to get out of the misery, and convinces <a companion> to come with <them>. Together they embark on this mysterious journey and <the character> hopes that <he/she/they> can finally uncover the true fate of <their> long lost father."
9026,"Trundle (League of Legends) is a devious troll with a mischievous streak. He can bend anyone to his will, as well as beat anyone and anything into submission. During a fight, he chills his enemies with his massive, frozen club and runs them through with shards of sharp ice. Trundle chases down anyone foolish enough to enter his domain and laughs as they bleed onto the tundra.

Trundle's warband once followed a weak leader, and were very foolish and cowardly. He feared that his kind would fall prey to other troll hordes. When he tried to win over the leader, but failing, he made up a story to fool others that if he found a weapon that would weird a great power, he would be the rightful leader of the warband. The trolls actually believed this story, but didn't think that he would succeed in his task.

Leaving the safety of his home, he went into the realm of the scary Ice Witch, hoping to find a weapon to prove his elaborate tale. Finally, he found his prize: a magical club of never-melting True Ice. Grabbing the weapon, the cold power run through him just as the Ice Witch appeared. Not wanting to die like this, she told the witch that she could use his troll army and that it would be a huge benefit for her.

Returning home, Trundle killed the leader after naming her weapon ""Boneshiver"" and took control of the warband. With Trundle leading the charge, the time of the trolls had finally come.",,Trundle,0,"<the character> (<The game>) is a devious troll with a mischievous streak. <he/she/they> can bend anyone to <his/her/their> will, as well as beat anyone and anything into submission. During a fight, <he/she/they> chills <his/her/their> enemies with <his/her/their> massive, frozen club and runs them through with shards of sharp ice. <the character> chases down anyone foolish enough to enter <his/her/their> domain and laughs as they bleed onto the tundra.

<the character>'s warband once followed a weak leader, and were very foolish and cowardly. <he/she/they> feared that <his/her/their> kind would fall prey to other troll hordes. When <he/she/they> tried to win over the leader, but failing, <he/she/they> made up a story to fool others that if <he/she/they> found a weapon that would wield a great power, <he/she/they> would be the rightful leader of the warband. The trolls actually believed this story, but didn't think that <he/she/they> would succeed in <his/her/their> task.

Leaving the safety of <his/her/their> home, <he/she/they> went into <a location> of the scary <an organization>, hoping to find a weapon to prove <his/her/their> elaborate tale. Finally, <he/she/they> found <his/her/their> prize: a magical club of never-melting True Ice. Grabbing the weapon, the cold power ran through <him/her/them> just as the <an organization> appeared. Not wanting to die like this, <he/she/they> told <an organization> that <he/she/they> could use <his/her/their> troll army and that it would be a huge benefit for <him/her/them>.

Returning home, <the character> killed the leader after naming <her> weapon <an artifact> and took control of the warband. With <the character> leading the charge, the time of the trolls had finally come."
3154,Knuckles the Echidna from the Sonic the Hedgehog franchise by Sega.,"[5322, 103018]",Knuckles,0,<the character> from <The game>.
3155,"The character Doctor Ivo ""Eggman"" Robotnik is the man antagonist of the Sonic the Hedgehog franchise, created by Sega. Being a mad scientist, he constantly plans to conquer the world in order to fulfill his dream: to build his own Eggman Empire. He's the archenemy of Sonic, and wants to do everything in his power to stand as the last winner. Spme of Eggman's basic characteristics is his egg-shaped body, his sunglasses, his clothing in red, black and yellow, as well as his very large mustache.

Outside of appearing in almost every Sonic the Hedgehog video game, he's also a recurring character in other media such as comics, animations and novels.

Eggman loves machines and is often described as a genius with an IQ of 300. He doesn't care for others' opinions and never gives up on his desire to build the ultimate ""utopia"". Whoever interrupt his plans, becomes a prime threat and a target. Although Sonic has always ruined his evil plans, Eggman holds a secret respect for his determination.

Many of the robots in the earlier games are actually animals that Robotnik trapped in mechanical outfits. These are the same animals that Sonic frees at the end of each level.","[5322, 103018, 7858]",Dr. Eggman,0,"The character <the character> is the <man> antagonist of <The game> franchise, created by <an organization>. Being a mad scientist, <he> constantly plans to conquer the world in order to fulfill <his> dream: to build <his> own <an organization>. <He>’s the archenemy of <the character>, and wants to do everything in <his> power to stand as the last winner. Some of <the character>’s basic characteristics are <his> egg‑shaped body, <his> sunglasses, <his> clothing in red, black and yellow, as well as <his> very large mustache.  

Outside of appearing in almost every <The game> video game, <he> is also a recurring character in other media such as comics, animations and novels.  

<The character> loves machines and is often described as a genius with an IQ of 300. <He> doesn’t care for others’ opinions and never gives up on <his> desire to build the ultimate utopia. Whoever interrupts <his> plans becomes a prime threat and a target. Although <the character> has always ruined <his> evil plans, <the character> holds a secret respect for <his> determination.  

Many of the robots in the earlier games are actually animals that <the character> trapped in mechanical outfits. These are the same animals that <the character> frees at the end of each level."
10467,"Circus Baby (commonly referred to as Baby) is the secondary antagonist of the Five Nights at Freddy’s series and the animatronic mascot of Circus Baby's Pizza World invented by Afton Robotics, LLC and made for Fazbear Entertainment, Inc.

Baby is haunted by the soul of Elizabeth Afton, who was the daughter of the serial killer William Afton. However, during the completion ending, Elizabeth's soul was presumably set free.",[115304],Circus Baby,1,"<the character> (commonly referred to as <the character>) is the secondary antagonist of <The game> and the animatronic mascot of <a location> invented by <an organization> and made for <an organization>.

<the character> is haunted by the soul of <the character>, who was the daughter of the serial killer <the character>. However, during the completion ending, <the character>'s soul was presumably set free."
1453,"Geralt of Rivia (or Geralt z Rivii in Polish) is a witcher and the main protagonist of The Witcher game series by CD Project RED. However, he originally comes from a series of books with the same name, written by Andrzej Sapkowski. As a witcher and a monster hunter, you can hire him for anything, as long as he gets paid for it. Geralt possesses nearly superhuman abilities and is an expert with swords. During The Witcher 3: Wild Hunt (in 1272), Geralt's mentor Vesemir says that he is ""nearly a century old"".

Geralt's mother, Visenna, left him with the witchers in Kaer Morhen, where he grew up. During this time, to appear more trustworthy to future clients, young witchers were encouraged to make up surnames for themselves. Geralt wanted to pick ""Geralt Roger Eric du Haute-Bellegarde"", but Vesemir saw the names as silly and unprofessional, leaving him with Geralt, and Geralt only. Even though he didn't come from Rivia, ""Of Rivia"" was a practical alternative as a last name. Geralt adopted the name and even started to talk with a Rivian accent so that he would appear more authentic. Except from that name, the dryads gave him the nickname ""The White Wolf"".

During the ""Trial of the Grasses"", Geralt survived numerous mutations, and he was one of the few who survived. That's why his hair is white (no pigment), and his senses better and stronger than others. When his witcher training was over, he embarked on his horse called Roach (giving the same name to every one of his horses), to become the slayer of monsters.

For his services, as a reward, Geralt wanted the unborn child of princess Pavetta. However, when he found out that it was a girl, he decided not to take her. But fate caused Geralt and Pavetta's daughter Ciri to cross paths multiple times, and after the death of queen Calanthe (Ciri's grandmother), The White Wolf decided to take care of the girl. He soon came to love her as his own daughter.

Geralt's love of his life is called Yennefer of Vengerberg, and he also has a really close friend that goes by the name Dandelion. He's a poet and a bard with a wild imagination and a love for girls.","[478, 80, 1942, 76885]",Geralt of Rivia,0,"<the character> (or <the character> in Polish) is a <an organization> and the main protagonist of <The game> by <an organization>. However, <he> originally comes from a series of books with the same name, written by <an author>. As a <an organization> and a monster hunter, you can hire <him> for anything, as long as <he> gets paid for it. <the character> possesses nearly superhuman abilities and is an expert with swords. During <The game> (in 1272), <the character>'s mentor <a character> says that <he> is ""nearly a century old"".

<the character>'s mother, <a character>, left <him> with the <an organization> in <a location>, where <he> grew up. During this time, to appear more trustworthy to future clients, young <an organization> were encouraged to make up surnames for themselves. <the character> wanted to pick a long name, but <a character> saw the names as silly and unprofessional, leaving <him> with <the character>, and <the character> only. Even though <he> didn't come from <a location>, ""Of <a location>"" was a practical alternative as a last name. <the character> adopted the name and even started to talk with a <a location> accent so that <he> would appear more authentic. Except from that name, <an organization> gave <him> the nickname ""The White Wolf"".

During the ""<a past event>"", <the character> survived numerous mutations, and <he> was one of the few who survived. That's why <his> hair is white (no pigment), and <his> senses better and stronger than others. When <the character>'s <an organization> training was over, <he> embarked on <his> horse called <a name> (giving the same name to every one of <his> horses), to become the slayer of monsters.

For <his> services, as a reward, <the character> wanted the unborn child of <a character>. However, when <he> found out that it was a girl, <he> decided not to take <her>. But fate caused <the character> and <a character>'s daughter <a character> to cross paths multiple times, and after the death of <a character> (<a character>'s grandmother), <the character> decided to take care of the girl. <he> soon came to love <her> as <his> own daughter.

<the character>'s love of <his> life is called <a character>, and <he> also has a really close friend that goes by the name <a character>. <he> is a poet and a bard with a wild imagination and a love for girls."
7155,"Delilah is the deuteragonist of Firewatch and the supervisor of Henry, the game's protagonist. Henry remains in nearly constant contact with her via radio and can be reached at any time she or Henry starts a conversation or Henry finds something worth of reporting to her, except during sections taking place in the cave. As the game progresses, increasing doubt is shed on Delilah, her relationship with Henry, her affiliation and what she potentially knows. As such, the player has the choice when making discoveries to report to her or not. The player never meets Delilah in person, leaving her appearance a mystery.","[9730, 6574]",Delilah,1,"<the character> is the deuteragonist of <The game> and the supervisor of <the character>, the game's protagonist. <the character> remains in nearly constant contact with <her> via radio and can be reached at any time <she> or <he> starts a conversation or <he> finds something worth of reporting to <her>, except during sections taking place in the cave. As <The game> progresses, increasing doubt is shed on <the character>, <her> relationship with <the character>, <her> affiliation and what <she> potentially knows. As such, the player has the choice when making discoveries to report to <her> or not. The player never meets <the character> in person, leaving <her> appearance a mystery."
3459,"Good looking, smooth as silk, and silver-tongued, Mike is the resident ladykiller. He's had more girlfriends than he's had hot dinners, which can cause a few problems when a few of them are in his immediate circle of friends...

Mike is a man of action. He's always the first to volunteer, the first to make a suggestion. With a narcissistic streak, there's no denying that he likes the attention that comes with being the man who stands up and can get things done.","[8576, 7609, 180]",Michael Munroe,0,"Good looking, smooth as silk, and silver‑tongued, <the character> is the resident ladykiller. <he/she/they>'s had more girlfriends than <he/she/they>'s had hot dinners, which can cause a few problems when a few of them are in <his/her/their> immediate circle of friends...

<the character> is a man of action. <he/she/they>'s always the first to volunteer, the first to make a suggestion. With a narcissistic streak, there's no denying that <he/she/they> likes the attention that comes with being the man who stands up and can get things done."
8156,"Morrigan Aensland is a fictional character in the video game series Darkstalkers. She first appeared in Darkstalkers: The Night Warriors. She is an anti-hero and a main protagonist alongside Demitri Maximoff. 
 
Morrigan Aensland is a succubus who was born in 1678 in a region of Scotland. Belial foresaw that Makai would be exposed to the crisis of perishing soon. Someone, a great Life Form, would be needed to maintain the unbalanced world of Makai. He foresaw that one with such power would not be born in the family of Aensland for another 1,200 years. Knowing this, he decided to leave the future of the Aensland family in Morrigan's hands. To Belial, the future of the Aensland family was the same as the future of Makai. 
 
Beautiful, sexy, confident, conceited, and playful, Morrigan may be called many things given that she is a succubus, but she is not truly evil despite her heritage as a demon of the Makai realm. Instead she is friendly and approachable, perhaps in part due to her frequent visits to the material world to pursue her hedonistic tendencies and has found herself willingly aligned with the forces of good on many occasions. Morrigan is always out to satisfy her hunger and will often shirk her responsibilities as the current head of the Aensland estate to find something more engaging.",,Morrigan Aensland,1,"<the character> is a fictional character in the video game series <The game>. <she> first appeared in <The game>. <she> is an anti-hero and a main protagonist alongside <a character>.

<the character> is a succubus who was born in 1678 in a region of <a location>. <a character> foresaw that <a location> would be exposed to the crisis of perishing soon. Someone, a great Life Form, would be needed to maintain the unbalanced world of <a location>. <they> foresaw that one with such power would not be born in the family of <an organization> for another 1,200 years. Knowing this, <they> decided to leave the future of <an organization> in <the character>'s hands. To <a character>, the future of <an organization> was the same as the future of <a location>.

Beautiful, sexy, confident, conceited, and playful, <the character> may be called many things given that <she> is a succubus, but <she> is not truly evil despite <her> heritage as a demon of <a location>. Instead <she> is friendly and approachable, perhaps in part due to <her> frequent visits to the material world to pursue <her> hedonistic tendencies and has found <themself> willingly aligned with the forces of good on many occasions. <the character> is always out to satisfy <her> hunger and will often shirk <her> responsibilities as the current head of <an estate> to find something more engaging."
3161,"Miles ""Tails"" Prower, from the Sonic the Hedgehog franchise by Sega.","[5322, 103018]",Tails,0,"<the character>, from <The game>."
11042,"This character is from TES 5 Skyrim mod called Bruma. 
 
A khadjit who lives in Bruma. Originally from Elsweyr Dar'taqto has lived most of his life in Cyrodil. He says that he moved from Elsweyr so long ago that does not rememder what the reason was. Maybe he just doens't want to tell the reason. 
 
Dar'taqto seems to have warm feelings towards Elsweyr. He can even tell the protagonist ""You are to Dar'taqto as the sun is to Elsweyr... I mean - a good friend"". 
He says that he would like to become emperor one day. It seems that he is dissapointed in current emperor. 
 
Dar'taqto gets banned from Bruma but the protagonist can help him by taking him along as follower. 
 
He fights enemies with two battle axes. Dar'taqto wears light armor. 
 
WARNING: The outfit on the picture is not his original outfit. The picture is taken at Skaal Village, Soltheim.",[19221],Dar'taqto,0,"This character is from <The game> mod called <a location>.

A <a race> who lives in <a location>. Originally from <a location> <the character> has lived most of <their> life in <a location>. <they> says that <they> moved from <a location> so long ago that does not remember what the reason was. Maybe <they> just doesn't want to tell the reason.

<the character> seems to have warm feelings towards <a location>. <they> can even tell the protagonist ""You are to <the character> as the sun is to <a location>... I mean - a good friend"".

<they> says that <they> would like to become emperor one day. It seems that <they> is disappointed in current emperor.

<the character> gets banned from <a location> but the protagonist can help <them> by taking <them> along as follower.

<they> fights enemies with two battle axes. <the character> wears light armor.

WARNING: The outfit on the picture is not <their> original outfit. The picture is taken at <a location>."
6165,Nick Valentine is a synth detective and potential companion living in Diamond City. He is found in Vault 114 in 2287.,[9630],Nick Valentine,0,<the character> is a synth detective and potential companion living in <a location>. <he> is found in <a location> in <a past event>.
1044,"Elizabeth is a character and A.I. companion in BioShock Infinite.
With the game set in 1912 on a sky city (named Columbia) , Elizabeth is to take over the city once its current leader (or ""Prophet""), Father Comstock, dies. Elizabeth can make and exploit ""tears"", rips to other universes, allowing her to move between them and/or bring in items from them. To prevent her from leaving Columbia, a remote ""Siphon"" is made which limits her powers, and she is locked in a tower under study and guarded by a giant mechanical bird known as Songbird.","[538, 11416, 19297, 54220, 54218]",Elizabeth,1,"<the character> is a character and A.I. companion in <The game>. With the game set in 1912 on a sky city <a location>, <the character> is to take over the city once its current leader (or ""Prophet""), <an organization> dies. <the character> can make and exploit ""tears"", rips to other universes, allowing <her> to move between them and/or bring in items from them. To prevent <her> from leaving <a location>, a remote <an artifact> is made which limits <her> powers, and <she> is locked in a tower under study and guarded by a giant mechanical bird known as <an artifact>."
1053,"Alan Wake was born and raised in New York City. He developed a passion for writing at a young age, eventually leading to a successful novelist career. His most famous works are thriller novels, which have earned him a large and dedicated following. Despite his success, Alan struggles with writer's block and personal issues, including a strained relationship with his wife, Alice.

In an attempt to overcome his writer's block, Alan and Alice take a vacation to the idyllic town of Bright Falls. However, their peaceful retreat quickly turns into a nightmare when Alice disappears under mysterious circumstances. Alan discovers pages of a manuscript he doesn't remember writing, detailing events that start to come true in real life.

As he searches for Alice, Alan encounters dark supernatural forces known as the ""Taken,"" shadowy entities controlled by a malevolent presence called the ""Darkness."" He learns that the town and its surroundings are influenced by this dark power, which has trapped him in a nightmarish reality where his own writing becomes a weapon and a tool for survival.

A crucial figure in Alan's journey is Thomas Zane, a poet who lived in Bright Falls decades earlier and had a similar encounter with the Darkness. Zane’s writings and his struggle against the Darkness provide Alan with clues and guidance on how to fight supernatural forces.

In the end, Alan realizes that to save Alice and stop the Darkness, he must make a significant sacrifice. He writes a conclusion to the horror story he is trapped in, allowing Alice to escape while he remains in the dark, nightmarish world beneath Cauldron Lake. This act of self-sacrifice shows his character's deep love for his wife and his determination to end the cycle of terror.","[1062, 2602, 3750]",Alan Wake,0,"<the character> was born and raised in <a location>. <he/she/they> developed a passion for writing at a young age, eventually leading to a successful novelist career. <his/her/their> most famous works are thriller novels, which have earned <he/she/they> a large and dedicated following. Despite <his/her/their> success, <the character> struggles with writer's block and personal issues, including a strained relationship with <his/her/their> wife, <a person>.

In an attempt to overcome <his/her/their> writer's block, <the character> and <a person> take a vacation to the idyllic town of <a location>. However, their peaceful retreat quickly turns into a nightmare when <a person> disappears under mysterious circumstances. <the character> discovers pages of a manuscript <he/she/they> doesn't remember writing, detailing events that start to come true in real life.

As <he/she/they> searches for <a person>, <the character> encounters dark supernatural forces known as <an organization>, shadowy entities controlled by a malevolent presence called <an organization>. <he/she/they> learns that the town and its surroundings are influenced by this dark power, which has trapped <he/she/they> in a nightmarish reality where <his/her/their> own writing becomes a weapon and a tool for survival.

A crucial figure in <the character>'s journey is <a figure>, a poet who lived in <a location> decades earlier and had a similar encounter with <an organization>. <their> writings and <their> struggle against <an organization> provide <the character> with clues and guidance on how to fight supernatural forces.

In the end, <the character> realizes that to save <a person> and stop <an organization>, <he/she/they> must make a significant sacrifice. <he/she/they> writes a conclusion to the horror story <he/she/they> is trapped in, allowing <a person> to escape while <he/she/they> remains in the dark, nightmarish world beneath <a location>. This act of self-sacrifice shows <his/her/their> deep love for <his/her/their> wife and <his/her/their> determination to end the cycle of terror."
