id,description,games,name,character_gender
5499,"Mayuri Shiina (椎名 まゆり), is Rintaro Okabe's childhood friend and companion. She works part-time at a maid cafe called May Queen Nyan-nyan as a costume maid and occasionally makes cosplay outfits. She is also the second member of Rintaro's Future Gadget Laboratory. She is usually the one who financially supports Rintaro's ""research"" when food is needed. Although she possesses an extremely childish and naïve attitude for her age, she's also very attentive to details, often noticing things about people that others would miss.","[7194, 56057]",Mayuri Shiina,1
10984,"Exobiologist. Part of the Europa ground team in 'The Turing Test'. 
 
Birthplace: Damascus, Syria 
 
Nationality: Joint British & Syrian 
 
DOB: 2210 March 15th 
 
Sarah Brook's parents are both scientists. In her teenage years she was sent to an English public boarding school. 
 
Brook is one of the most eminent exobiologists of the 23rd century. For her formative work on the Mars Discovery Project, she was specially requested to be part of the Europa ground team. 
 
Though only 28 years old, Sarah has touched the surface of two planetoids and spent more time on alient soil than any other member of mankind (except the Mars team).",,Dr. Sarah Brook,1
2994,"Kasumi (means ""haze"" or ""mist"") Nakano (means ""in the field"") is a 19 year old human female that appears in the Fallout 4's add-on Far Harbor. You'll find her on the Island in 2287. She is curious, naive and gets easily bored. Kasumi and her grandfather had a large mechanical knowledge and started to restore pre-War appliances around her house together. After restoring a radio, she contacts DiMa, where she is led to believe that she is actually a synth. Odd dreams and her abilities also reinforces this belief. Later, Kasumi flees Acadia and it's her future is based on the player's choice.","[6060, 1388, 1389, 103269]",Kasumi Nakano,1
5500,"Suzuha Amane (阿万音鈴羽) is a part-time employee for Yugo Tennoji, the landlord of Rintaro's flat and is on a search for her father in Akihabara. She enjoys riding her bicycle and appears to be at odds with Kurisu. She is the eight and last member of the Future Gadget Laboratory.","[7194, 56057]",Suzuha Amane,1
991,"Lara Croft is a fictional character and the protagonist of the Square Enix (previously Eidos Interactive) video game franchise Tomb Raider. She is presented as a beautiful, intelligent, and athletic English archaeologist-adventurer who ventures into ancient, hazardous tombs and ruins around the world. Created by a team at UK developer Core Design that included Toby Gard, the character first appeared in the 1996 video game Tomb Raider. She has also appeared in video game sequels, printed adaptations, a series of animated short films, feature films (portrayed by Angelina Jolie), and merchandise related to the series. Official promotion of the character includes a brand of apparel and accessories, action figures, and model portrayals. Croft has also been licensed for third-party promotion, including television and print advertisements, music-related appearances, and as a spokesmodel.

Core Design handled initial development of the character and the series. Inspired by Neneh Cherry and comic book character Tank Girl, Gard designed Lara Croft to counter stereotypical female characters. The company modified the character for subsequent titles, which included graphical improvements and gameplay additions. American developer Crystal Dynamics took over the series after the 2003 sequel Tomb Raider: The Angel of Darkness was received poorly. The new developer rebooted the character along with the video game series. The company altered her physical proportions, and gave her additional ways of interacting with game environments. Croft has been voiced by six actresses in the video game series: Shelley Blond (1996), Judith Gibbins (1997–98), Jonell Elliott (1999–2003), Keeley Hawes (2006–14), Camilla Luddington (2013–present) and Abigail Stahlschmidt (2015).

Critics consider Lara Croft a significant game character in popular culture. She holds six Guinness World Records, has a strong fan following, and is among the first video game characters to be successfully adapted to film.[3] Lara Croft is also considered a sex symbol, one of the earliest in the industry to achieve widespread attention. The character's influence in the industry has been a point of contention among critics; viewpoints range from a positive agent of change in video games to a negative role model for young girls.","[1164, 15384, 769, 37777, 1161]",Lara Croft,1
10236,"Funtime Freddy is a major antagonist who first appeared in Five Nights at Freddy's: Sister Location as the titular, secondary antagonist. He is a circus-themed version of Freddy Fazbear. He is also one of the entertainers from the Funtime Auditorium, which is located from the east of Circus Baby's Entertainment and Rental (although he isn't seen in the said auditorium).",[115304],Funtime Freddy,0
5501,"Luka Urushibara (漆原るか) is a close friend of Mayuri Shiina and so-called protégé of Rintaro Okabe. While feminine in appearance and personality, Luka is a male. Mayuri is his classmate, who often attempts to coerce him into cosplaying (without much success).","[7194, 56057]",Luka Urushibara,0
5238,"Nathan Drake, born Nathan Morgan, had a tumultuous childhood. Orphaned at a young age, he and his older brother Sam were raised in a Catholic orphanage. The brothers shared a passion for history and treasure hunting, inspired by stories from their mother, a historian. Believing they are descended from the famous English explorer Sir Francis Drake, Nathan adopts the Drake surname.

Nathan's adult life is marked by a series of high-stakes adventures around the world, searching for legendary artefacts and lost cities. His escapades are often accompanied by his mentor and friend Victor ""Sully"" Sullivan, journalist Elena Fisher, and his brother Sam. Nathan's adventures take him from the jungles of South America to the deserts of the Arabian Peninsula and the Himalayas' peaks.","[431, 565, 512]",Nathan Drake,0
5502,"Faris NyanNyan (フェイリス・ニャンニャン), real name Rumiho Akiha (秋葉 留美穂), is a part-time employee and owner of the maid cafe May Queen Nyan-nyan, the same maid cafe that Mayuri works at, and is the most popular waitress there. She is a second year student in Kanaria Private Academy and is Yukitaka Akiha's daughter.","[7194, 56057]",Faris Nyannyan,1
5503,"Moeka Kiryu (桐生萌郁) is a part-time editor whom Rintaro Okabe encounters in Akiba. She is practically glued to her phone and cannot function without it. Even when face to face, Moeka prefers to communicate by email.","[7194, 56057]",Moeka Kiryu,1
5505,"Yugo Tennouji (天王寺 裕吾) is Rintaro Okabe's landlord and the owner of the CRT store. He has a great passion for CRT Television and refuses to upgrade to any other type. This coupled with the fact he owns a CRT store has resulted in Rintaro nicknaming him ""Mr. Braun"" after the inventor of CRTs, German physicist Ferdinand Braun and the common Japanese name for CRTs, ""Braun Tubes"". His daughter Nae is his top priority and he will go to desperate lengths to ensure her safety.","[7194, 56057]",Yugo Tennoji,0
