id,genres,name,screenshots,summary,source_game_id,obfuscated_summary
5322,"[8, 31]",Sonic Boom: Rise of Lyric,"[4785, 173074, 173080, 173076, 173075, 4786, 4787, 4788, 4789, 173078, 173079, 173077]","Sonic Boom: Rise of Lyric delivers a completely new action-adventure gameplay experience for Sonic fans. The detailed levels and emphasis on each character’s unique abilities give players more choice in exploration as they work as a team to stop the deadly snake-like ancient villain, Lyric, before he can power up his army. Players will be challenged by over-the-top speed runs, but the heart of the game is focused on intense combat and brand-new abilities including the Enerbeam. This energy-charged cord can be used by characters to navigate the world like never before. Swing or zip-line across gaps, grab and throw enemies, take away their shields in combat, and explore alternate paths filled with lush environments and landscapes.",5322,"<The game> delivers a completely new action-adventure gameplay experience for fans. The detailed levels and emphasis on each character’s unique abilities give players more choice in exploration as they work as a team to stop the deadly snake-like ancient villain, <an antagonist>, before <he> can power up <his> army. Players will be challenged by over-the‑top speed runs, but the heart of the game is focused on intense combat and brand‑new abilities including the <an artifact>. This energy‑charged cord can be used by characters to navigate the world like never before. Swing or zip‑line across gaps, grab and throw enemies, take away their shields in combat, and explore alternate paths filled with lush environments and landscapes."
115304,"[9, 31]",Five Nights at Freddy's: Help Wanted,"[320305, 320306, 320309, 320307, 320308, 1023307, 1023306, 1023309, 1023305, 1023308, 1023304, 1347547]",Five Nights at Freddy’s: Help Wanted is a collection of classic and original mini-games set in the Five Nights universe. Survive terrifying encounters with your favorite killer animatronics in a collection of new and classic Five Nights at Freddy's experiences. “Where fantasy and fun come to life!”,115304,<The game> is a collection of classic and original mini‑games set in <a location>. Survive terrifying encounters with your favorite killer animatronics in a collection of new and classic <The game> experiences. “Where fantasy and fun come to life!”
478,"[12, 31]",The Witcher 2: Assassins of Kings,"[329, 944, 6520, 327, 328]","This third-person dark fantasy Western RPG and sequel to The Witcher (2007), featuring multiple endings and branching narrative paths, follows the travels of Geralt of Rivia, witcher, who, after being falsely accused of regicide, sets out to clear his name and find the real killer, in a time of political turmoil and the brink of war between the imperialistic Nilfgaardian Empire and the Four Kingdoms.",478,"This third-person dark fantasy Western RPG and sequel to <The game>, featuring multiple endings and branching narrative paths, follows the travels of <the character>, <a profession>, who, after being falsely accused of regicide, sets out to clear <his/her/their> name and find the real killer, in a time of political turmoil and the brink of war between the imperialistic <an organization> and <an organization>."
9730,"[31, 32]",Firewatch,"[9384, 9383, 9385, 9381, 9382, 212564, 212565, 212566, 212567, 212569, 212568]","Firewatch is a single-player first-person video game where you, as a man named Henry, explore the Wyoming wilderness after taking a summer job as a fire lookout. What is supposed to be a peaceful respite from your complicated life takes a turn when you start to question some of the things that are happening to you.

Your only human connection is over a handheld radio, which you’ll use to speak with your supervisor Delilah about the things both of you are experiencing.",9730,"<The game> is a single-player first-person video game where you, as a <man/woman/person> named <the character>, explore the <a location> wilderness after taking a summer job as a fire lookout. What is supposed to be a peaceful respite from your complicated life takes a turn when you start to question some of the things that are happening to you.

Your only human connection is over a handheld radio, which you’ll use to speak with your supervisor about the things both of you are experiencing."
8576,"[12, 15, 25, 31]",Drakengard 3,"[140941, 140939, 140940]","Drakengard 3 transports players to a medieval world where six goddess-like sisters known as ""Intoners"" have brought peace to the earth with their power to manipulate magic through song. Harmony is disrupted, however, when the eldest sister, Zero, attempts to murder her younger sisters with the help of her dragon companion, Mikhail. As the story progresses, players find themselves in a battle to unravel the mystery of Zero and learn her true intentions.

A prequel to the original Drakengard, Drakengard 3 features the series’ signature brand of action, pitting players against hordes of fiends and foes in remorseless hack-and-slash ground combat, and then sending them soaring for pitched aerial battles on the back of the dragon Mikhail.",8576,"<The game> transports players to a medieval world where six goddess-like sisters known as <an organization> have brought peace to the earth with their power to manipulate magic through song. Harmony is disrupted, however, when the eldest sister, <the character>, attempts to murder her younger sisters with the help of her dragon companion, <a dragon>. As the story progresses, players find themselves in a battle to unravel the mystery of <the character> and learn her true intentions.

A prequel to the original game, <The game> features the series’ signature brand of action, pitting players against hordes of fiends and foes in remorseless hack-and-slash ground combat, and then sending them soaring for pitched aerial battles on the back of the dragon <a dragon>."
5322,"[8, 31]",Sonic Boom: Rise of Lyric,"[4785, 173074, 173080, 173076, 173075, 4786, 4787, 4788, 4789, 173078, 173079, 173077]","Sonic Boom: Rise of Lyric delivers a completely new action-adventure gameplay experience for Sonic fans. The detailed levels and emphasis on each character’s unique abilities give players more choice in exploration as they work as a team to stop the deadly snake-like ancient villain, Lyric, before he can power up his army. Players will be challenged by over-the-top speed runs, but the heart of the game is focused on intense combat and brand-new abilities including the Enerbeam. This energy-charged cord can be used by characters to navigate the world like never before. Swing or zip-line across gaps, grab and throw enemies, take away their shields in combat, and explore alternate paths filled with lush environments and landscapes.",5322,"<The game> delivers a completely new action-adventure gameplay experience for <the character> fans. The detailed levels and emphasis on each character’s unique abilities give players more choice in exploration as they work as a team to stop the deadly snake-like ancient villain, <the character>, before <they> can power up <their> army. Players will be challenged by over-the-top speed runs, but the heart of the game is focused on intense combat and brand-new abilities including <an artifact>. This energy-charged cord can be used by characters to navigate the world like never before. Swing or zip-line across gaps, grab and throw enemies, take away their shields in combat, and explore alternate paths filled with lush environments and landscapes."
19221,[12],Beyond Skyrim,"[1221383, 1221384, 1221385]","Beyond Skyrim is a massive multi-team mod project that opens the borders and brings Skyrim’s neighboring provinces to life. No longer will you be turned back at the borders of Skyrim, but you can travel onwards to the lands beyond.

Projects in development
- Beyond Skyrim: Argonia - The Roots of the World
- Beyond Skyrim: Cyrodiil - The Seat of Sundered Kings
- Beyond Skyrim: Elsweyr - Sugar and Blood
- Beyond Skyrim: Iliac Bay - Tower of Dawn
- Beyond Skyrim: Morrowind - The Star-Wounded East
- Beyond Skyrim: Roscrea - Voices of the Deep
- Beyond Skyrim: Atmora - Expedition to the North
- Beyond Skyrim: Valenwood - Lure of the Wilds

Projects Released
- Beyond Skyrim: Bruma",19221,"<The game> is a massive multi‑team mod project that opens the borders and brings <a location>’s neighboring provinces to life. No longer will you be turned back at the borders of <a location>, but you can travel onwards to the lands beyond.

Projects in development include: <The game>: <a location> – The Roots of the World; <The game>: <a location> – The Seat of Sundered Kings; <The game>: <a location> – Sugar and Blood; <The game>: <a location> – Tower of Dawn; <The game>: <a location> – The Star‑Wounded East; <The game>: <a location> – Voices of the Deep; <The game>: <a location> – Expedition to the North; <The game>: <a location> – Lure of the Wilds.

Projects released include: <The game>: <a location>."
9630,"[5, 12]",Fallout 4,"[11190, 16344, 11188, 11187, 11189, 1380533, 1380534, 1380535]","Bethesda Game Studios welcome you to the world of Fallout 4, their most ambitious game ever, and the next generation of open-world gaming. As the sole survivor of Vault 111, you enter a world destroyed by nuclear war. Every second is a fight for survival, and every choice is yours. Only you can rebuild and determine the fate of the Wasteland. Welcome home.",9630,"<an organization> welcome you to the world of <The game>, their most ambitious game ever, and the next generation of open-world gaming. As the sole survivor of <a location>, you enter a world destroyed by nuclear war. Every second is a fight for survival, and every choice is yours. Only you can rebuild and determine the fate of <a location>. Welcome home."
538,"[5, 31]",BioShock Infinite,"[865036, 865035, 865037, 865039, 865038, 865041, 865042, 865043, 865040, 1202041, 1202042, 1202044, 1202047, 1202048, 1202045, 1202046, 1202043, 1404936, 1404937]","BioShock Infinite is the third game in the BioShock series. It is not a direct sequel/prequel to any of the previous BioShock games but takes place in an entirely different setting, although it shares similar features, gameplay and concepts with the previous games. BioShock Infinite features a range of environments that force the player to adapt, with different weapons and strategies for each situation. Interior spaces feature close combat with enemies, but unlike previous games set in Rapture, the setting of Infinite contains open spaces with emphasis on sniping and ranged combat against as many as fifteen enemies at once.",538,"<The game> is the third game in the <The game> series. It is not a direct sequel/prequel to any of the previous games but takes place in an entirely different setting, although it shares similar features, gameplay and concepts with the previous games. <The game> features a range of environments that force the player to adapt, with different weapons and strategies for each situation. Interior spaces feature close combat with enemies, but unlike previous games set in <a location>, the setting of <The game> contains open spaces with emphasis on sniping and ranged combat against as many as fifteen enemies at once."
1062,"[5, 31]",Alan Wake,"[1221, 1220, 1224, 1223, 1222, 1199756, 1199757, 1199758, 1199759]","Alan Wake is a psychological horror action-adventure game developed by Remedy Entertainment. The narrative centres on Alan Wake, a bestselling thriller novelist experiencing writer's block. He travels to the small town of Bright Falls with his wife, Alice, seeking a change of environment. Shortly after their arrival, Alice vanishes under mysterious circumstances.

As Alan searches for her, he discovers pages of a thriller novel he does not recall writing. The events described in these pages begin to manifest in reality, and Alan encounters hostile supernatural entities known as the ""Taken,"" who are controlled by darkness. The gameplay involves navigating Bright Falls and using light to combat these dark forces. The storyline explores themes of reality and fiction, along with the influence of the written word.",1062,"<The game> is a psychological horror action-adventure game developed by <an organization>. The narrative centres on <the character>, a bestselling thriller novelist experiencing writer's block. <he> travels to <a location> with <his> wife, <a person>, seeking a change of environment. Shortly after their arrival, <a person> vanishes under mysterious circumstances.

As <the character> searches for <her>, <he> discovers pages of a thriller novel <he> does not recall writing. The events described in these pages begin to manifest in reality, and <the character> encounters hostile supernatural entities known as the ""<an organization>"", who are controlled by darkness. The gameplay involves navigating <a location> and using light to combat these dark forces. The storyline explores themes of reality and fiction, along with the influence of the written word."
3097,"[2, 9, 31]",The Walking Dead: Season Two,"[212545, 212549, 3445, 3448, 3446, 3449, 3447, 212546, 212548, 212547, 212551, 212550]","Similar to the previous season, The Walking Dead: Season Two is a point-and-click adventure game. The player, in control of Clementine, can direct the character around the environment, examine and interact with various scenery elements and collect and use objects to advance the story. The player can also initiate conversations with non-player characters via conversation trees. Certain replies from other characters may offer the player multiple choices to select from, including the option to stay silent, with a limited amount of time to make the selection; if the player does not select an option, the conversation will continue as if they had stayed quiet. Such choices can affect how the other characters will later react to Clementine which can influence later events in the story. Other scenes are more action-oriented, requiring the player to complete quick time events to avoid Clementine or her allies from getting killed. If the player fails these events, the game will restart at the start of such scenes. Such action scenes may also require the player to make a key decision within a limited time frame, such as which of two characters to save from attacking walkers.",3097,"Similar to the previous season, <The game> is a point-and-click adventure game. The player, in control of <the character>, can direct the character around the environment, examine and interact with various scenery elements and collect and use objects to advance the story. The player can also initiate conversations with non-player characters via conversation trees. Certain replies from other characters may offer the player multiple choices to select from, including the option to stay silent, with a limited amount of time to make the selection; if the player does not select an option, the conversation will continue as if they had stayed quiet. Such choices can affect how the other characters will later react to <the character> which can influence later events in the story. Other scenes are more action-oriented, requiring the player to complete quick time events to avoid <the character> or <his/her/their> allies from getting killed. If the player fails these events, the game will restart at the start of such scenes. Such action scenes may also require the player to make a key decision within a limited time frame, such as which of two characters to save from attacking walkers."
3097,"[2, 9, 31]",The Walking Dead: Season Two,"[212545, 212549, 3445, 3448, 3446, 3449, 3447, 212546, 212548, 212547, 212551, 212550]","Similar to the previous season, The Walking Dead: Season Two is a point-and-click adventure game. The player, in control of Clementine, can direct the character around the environment, examine and interact with various scenery elements and collect and use objects to advance the story. The player can also initiate conversations with non-player characters via conversation trees. Certain replies from other characters may offer the player multiple choices to select from, including the option to stay silent, with a limited amount of time to make the selection; if the player does not select an option, the conversation will continue as if they had stayed quiet. Such choices can affect how the other characters will later react to Clementine which can influence later events in the story. Other scenes are more action-oriented, requiring the player to complete quick time events to avoid Clementine or her allies from getting killed. If the player fails these events, the game will restart at the start of such scenes. Such action scenes may also require the player to make a key decision within a limited time frame, such as which of two characters to save from attacking walkers.",3097,"Similar to the previous season, <The game> is a point-and-click adventure game. The player, in control of <the character>, can direct the character around the environment, examine and interact with various scenery elements and collect and use objects to advance the story. The player can also initiate conversations with non-player characters via conversation trees. Certain replies from other characters may offer the player multiple choices to select from, including the option to stay silent, with a limited amount of time to make the selection; if the player does not select an option, the conversation will continue as if they had stayed quiet. Such choices can affect how the other characters will later react to <the character> which can influence later events in the story. Other scenes are more action-oriented, requiring the player to complete quick time events to avoid <the character> or <her> allies from getting killed. If the player fails these events, the game will restart at the start of such scenes. Such action scenes may also require the player to make a key decision within a limited time frame, such as which of two characters to save from attacking <an enemy>."
3097,"[2, 9, 31]",The Walking Dead: Season Two,"[212545, 212549, 3445, 3448, 3446, 3449, 3447, 212546, 212548, 212547, 212551, 212550]","Similar to the previous season, The Walking Dead: Season Two is a point-and-click adventure game. The player, in control of Clementine, can direct the character around the environment, examine and interact with various scenery elements and collect and use objects to advance the story. The player can also initiate conversations with non-player characters via conversation trees. Certain replies from other characters may offer the player multiple choices to select from, including the option to stay silent, with a limited amount of time to make the selection; if the player does not select an option, the conversation will continue as if they had stayed quiet. Such choices can affect how the other characters will later react to Clementine which can influence later events in the story. Other scenes are more action-oriented, requiring the player to complete quick time events to avoid Clementine or her allies from getting killed. If the player fails these events, the game will restart at the start of such scenes. Such action scenes may also require the player to make a key decision within a limited time frame, such as which of two characters to save from attacking walkers.",3097,"Similar to the previous season, <The game> is a point-and-click adventure game. The player, in control of <the character>, can direct the character around the environment, examine and interact with various scenery elements and collect and use objects to advance the story. The player can also initiate conversations with non-player characters via conversation trees. Certain replies from other characters may offer the player multiple choices to select from, including the option to stay silent, with a limited amount of time to make the selection; if the player does not select an option, the conversation will continue as if they had stayed quiet. Such choices can affect how the other characters will later react to <the character> which can influence later events in the story. Other scenes are more action-oriented, requiring the player to complete quick time events to avoid <the character> or <her> allies from getting killed. If the player fails these events, the game will restart at the start of such scenes. Such action scenes may also require the player to make a key decision within a limited time frame, such as which of two characters to save from attacking walkers."
538,"[5, 31]",BioShock Infinite,"[865036, 865035, 865037, 865039, 865038, 865041, 865042, 865043, 865040, 1202041, 1202042, 1202044, 1202047, 1202048, 1202045, 1202046, 1202043, 1404936, 1404937]","BioShock Infinite is the third game in the BioShock series. It is not a direct sequel/prequel to any of the previous BioShock games but takes place in an entirely different setting, although it shares similar features, gameplay and concepts with the previous games. BioShock Infinite features a range of environments that force the player to adapt, with different weapons and strategies for each situation. Interior spaces feature close combat with enemies, but unlike previous games set in Rapture, the setting of Infinite contains open spaces with emphasis on sniping and ranged combat against as many as fifteen enemies at once.",538,"<The game> is the third game in <a series>. It is not a direct sequel/prequel to any of the previous games but takes place in an entirely different setting, although it shares similar features, gameplay and concepts with the previous games. <The game> features a range of environments that force the player to adapt, with different weapons and strategies for each situation. Interior spaces feature close combat with enemies, but unlike previous games set in <a location>, the setting of <The game> contains open spaces with emphasis on sniping and ranged combat against as many as fifteen enemies at once."
4130,"[5, 31]",Duke Nukem: Time to Kill,"[1341395, 1341392, 1341393, 1341394]","Duke Nukem: Time to Kill is a third-person shooter developed by n-Space for the PlayStation. This is the first 3rd person Duke Nukem game, and has levels in it for 2 player deathmatch.

Travel through time in an all-new Duke Nukem frag-fest that gives you more of what you crave!

More Duke attitude!
More hardcore action!
More exploration!
More shooter mayhem!",4130,"<The game> is a third-person shooter developed by <an organization> for the console. This is the first 3rd‑person <the character> game, and it includes levels for 2‑player deathmatch.

Travel through time in an all‑new <the character> frag‑fest that gives you more of what you crave!

More <the character> attitude!  
More hardcore action!  
More exploration!  
More shooter mayhem!"
3097,"[2, 9, 31]",The Walking Dead: Season Two,"[212545, 212549, 3445, 3448, 3446, 3449, 3447, 212546, 212548, 212547, 212551, 212550]","Similar to the previous season, The Walking Dead: Season Two is a point-and-click adventure game. The player, in control of Clementine, can direct the character around the environment, examine and interact with various scenery elements and collect and use objects to advance the story. The player can also initiate conversations with non-player characters via conversation trees. Certain replies from other characters may offer the player multiple choices to select from, including the option to stay silent, with a limited amount of time to make the selection; if the player does not select an option, the conversation will continue as if they had stayed quiet. Such choices can affect how the other characters will later react to Clementine which can influence later events in the story. Other scenes are more action-oriented, requiring the player to complete quick time events to avoid Clementine or her allies from getting killed. If the player fails these events, the game will restart at the start of such scenes. Such action scenes may also require the player to make a key decision within a limited time frame, such as which of two characters to save from attacking walkers.",3097,"Similar to the previous season, <The game> is a point-and-click adventure game. The player, in control of <the character>, can direct the character around the environment, examine and interact with various scenery elements and collect and use objects to advance the story. The player can also initiate conversations with non-player characters via conversation trees. Certain replies from other characters may offer the player multiple choices to select from, including the option to stay silent, with a limited amount of time to make the selection; if the player does not select an option, the conversation will continue as if they had stayed quiet. Such choices can affect how the other characters will later react to <the character> which can influence later events in the story. Other scenes are more action‑oriented, requiring the player to complete quick time events to avoid <the character> or <her> allies from getting killed. If the player fails these events, the game will restart at the start of such scenes. Such action scenes may also require the player to make a key decision within a limited time frame, such as which of two characters to save from attacking walkers."
1981,"[5, 31]",Saints Row IV,"[101736, 101737, 250875, 101734, 101735, 101738]","Unlike the first three games in the franchise, Saints Row 4 does not center around the main character defeating three rival gangs in order to take over a city. The Saints have now become a household name, and their leader has become the president of the Unites States. The antagonists in Saints Row 4 are an invading alien race known as the Zin. Most of the game takes place within a computer simulation of the city of Steelport controlled by the Zin, where the protagonist is attempting to free himself and his companions.",1981,"Unlike the first three games in the franchise, <The game> does not center around <the character> defeating three rival gangs in order to take over a city. <an organization> have now become a household name, and <their leader> has become the president of <a location>. The antagonists in <The game> are an invading alien race known as <an organization>. Most of the game takes place within a computer simulation of <a location> controlled by <an organization>, where <the character> is attempting to free <them> and <their> companions."
3025,"[12, 25, 31]",Middle-earth: Shadow of Mordor,"[5828, 5827, 5831, 5829, 5830, 1371285, 1371286]","Middle-earth: Shadow of Mordor is a open world third-person action role-playing video game developed by Monolith Productions and published by Warner Bros. Interactive Entertainment, which takes place in the world of J.R.R. Tolkien's Legendarium.

The game takes place in the 60-year gap between the events of Tolkien's The Hobbit and The Lord of The Rings. It is a story of revenge, slaughter, and mystery set entirely in Mordor, the Land of Shadows. At its center is Talion, an ordinary man who loses everything, including his mortal life.

The game is set in a fully open world, and features various role-playing game elements such as experience points and skills. There are various ways the player can complete their main objective. Aside from the main storyline, there are various side quests and random events the player can complete within Mordor.

The melee system is inspired by that of the Batman Arkham series. Getting into a good fighting rhythm, using both regular attacks and counter-attacks will improve the player's combo multiplier.

A unique feature of Middle-earth: Shadow of Mordor is the Nemesis system. Every enemy in the game has their own name, rank, and memory. These enemies will continue to do their own jobs and tasks even when they're off screen. If the player does not kill an enemy in an encounter, this enemy will remember the player and change their tactics and conversations based on the encounter.",3025,"<The game> is a open world third‑person action role‑playing video game developed by <an organization> and published by <an organization>, which takes place in the world of <a setting>.

The game takes place in the 60‑year gap between the events of <a past event> and <a past event>. It is a story of revenge, slaughter, and mystery set entirely in <a location>, the Land of Shadows. At its centre is <the character>, an ordinary <man> who loses everything, including <his> mortal life.

The game is set in a fully open world, and features various role‑playing game elements such as experience points and skills. There are various ways the player can complete <their> main objective. Aside from the main storyline, there are various side quests and random events the player can complete within <a location>.

The melee system is inspired by that of <a series>. Getting into a good fighting rhythm, using both regular attacks and counter‑attacks will improve the player’s combo multiplier.

A unique feature of <The game> is the <a system>. Every enemy in the game has <their> own name, rank, and memory. These enemies will continue to do <their> own jobs and tasks even when they’re off screen. If the player does not kill an enemy in an encounter, this enemy will remember the player and change <their> tactics and conversations based on the encounter."
20,"[5, 9, 12, 31]",BioShock,"[5819, 5817, 5820, 5818, 5821]","BioShock is a horror-themed first-person shooter set in a steampunk underwater dystopia. The player is urged to turn everything into a weapon: biologically modifying their own body with Plasmids, hacking devices and systems, upgrading their weapons, crafting new ammo variants, and experimenting with different battle techniques are all possible. The game is described by the developers as a spiritual successor to their previous PC title System Shock 2. BioShock received high praise in critical reviews for its atmospheric audio and visual quality, absorbing and original plot and its unique gaming experience.",20,"<The game> is a horror-themed first-person shooter set in a steampunk underwater dystopia. The player is urged to turn everything into a weapon: biologically modifying their own body with <an artifact>, hacking devices and systems, upgrading their weapons, crafting new ammo variants, and experimenting with different battle techniques are all possible. The game is described by the developers as a spiritual successor to their previous PC title. <The game> received high praise in critical reviews for its atmospheric audio and visual quality, absorbing and original plot and its unique gaming experience."
9141,"[4, 33]",Guilty Gear X,"[386448, 386451, 386450, 386449, 386446, 386444, 386445, 386447]","Guilty Gear X is the sequel to 1998's Guilty Gear, a 2D fighting game for the Sony PlayStation that became extremely popular in Japan. Featuring beautiful hand-drawn artwork and animation, as well as balanced, fun, high-energy gameplay, Guilty Gear X aspires to be the king of 2D fighters.

The goal in Guilty Gear X is simple: get your opponent's Life Bar down to zero within the allotted time to win. Winning a round nets you a point; getting two points will win you the match. There are 14 different characters to choose from, each with their own personal style and moves. There might even be some hidden ones, too...",9141,"<The game> is the sequel to 1998's <The game>, a 2D fighting game for the Sony PlayStation that became extremely popular in Japan. Featuring beautiful hand-drawn artwork and animation, as well as balanced, fun, high-energy gameplay, <The game> aspires to be the king of 2D fighters.

The goal in <The game> is simple: get your opponent's Life Bar down to zero within the allotted time to win. Winning a round nets you a point; getting two points will win you the match. There are 14 different characters to choose from, each with their own personal style and moves. There might even be some hidden ones, too..."
1528,"[8, 10, 31]",Jak and Daxter: The Precursor Legacy,"[1390651, 1390652, 1390653, 1390654, 1390655, 1390656, 1390657, 1390658]","Jak and Daxter: The Precursor Legacy is a 2001 platform video game developed by Naughty Dog and published by Sony Computer Entertainment for the Sony PlayStation 2 on December 4, 2001, as the first game of the Jak and Daxter series. The game follows the protagonist, a young teenager named Jak, as he tries to help his friend Daxter after he is transformed into an ""ottsel"", a fictional hybrid of an otter and a weasel.

The game offers a large range of missions, collectables and objectives, often in the form of minigames, which provide a variety of gameplay experiences, as well as puzzles and platforming stages, which are completed by the player to proceed with the story.",1528,"<The game> is a 2001 platform video game developed by <an organization> and published by <an organization> for <a platform> on December 4, 2001, as the first game of <The game>. The game follows the protagonist, a young teenager <the character>, as <he> tries to help <his> friend <a companion> after <he> is transformed into an ""ottsel"", a fictional hybrid of an otter and a weasel.

The game offers a large range of missions, collectables and objectives, often in the form of minigames, which provide a variety of gameplay experiences, as well as puzzles and platforming stages, which are completed by the player to proceed with the story."
733,"[5, 10, 31, 33]",Grand Theft Auto: Vice City,"[8541, 23407, 23406, 23408, 23409]","In the year 1986, Tommy Vercetti is heavily indebted to his mafia superiors after a drug deal gone awry, but his dreams of taking over Vice City (based on Miami) push him down a different path. Featuring a wide variety of vehicles and weapons, radio stations playing hit songs from the era and an intense atmosphere, GTA: Vice City is an open-world sandbox satire of '80's Miami.",733,"In the year 1986, <the character> is heavily indebted to <his/her/their> <an organization> superiors after a drug deal gone awry, but <his/her/their> dreams of taking over <a location> (based on <a location>) push <he/she/they> down a different path. Featuring a wide variety of vehicles and weapons, radio stations playing hit songs from the era and an intense atmosphere, <The game> is an open-world sandbox satire of ’80s <a location>."
7194,"[31, 34]",Steins;Gate,"[11742, 11738, 11741, 11740, 11739]","Steins;Gate is a Japanese visual novel developed by 5pb. and Nitroplus. It is the second game in the Science Adventure series following Chaos;Head. The game is described by the development team as a ""hypothetical science ADV"" and explores time and time travel in 2010 Akihabara. The gameplay follows non-linear plot lines which offer branching scenarios with courses of interaction.",7194,"<The game> is a Japanese visual novel developed by <an organization> and <an organization>. It is the second game in the <a past event> following <The game>. The game is described by the development team as a ""hypothetical science ADV"" and explores time and time travel in <a location>. The gameplay follows non‑linear plot lines which offer branching scenarios with courses of interaction."
3932,"[12, 15, 16]",Gladius,"[72260, 72261, 72262]",Gladius is a turn-based gladiatorial RPG. Players try to build a championship gladiator school by gaining experience through fighting battles in the arenas and recruiting new members.,3932,<The game> is a turn‑based gladiatorial RPG. Players try to build a championship gladiator school by gaining experience through fighting battles in the arenas and recruiting new members.
7194,"[31, 34]",Steins;Gate,"[11742, 11738, 11741, 11740, 11739]","Steins;Gate is a Japanese visual novel developed by 5pb. and Nitroplus. It is the second game in the Science Adventure series following Chaos;Head. The game is described by the development team as a ""hypothetical science ADV"" and explores time and time travel in 2010 Akihabara. The gameplay follows non-linear plot lines which offer branching scenarios with courses of interaction.",7194,"<The game> is a Japanese visual novel developed by <an organization> and <an organization>. It is the second game in <The game> following <an artifact>. The game is described by the development team as a ""hypothetical science ADV"" and explores time and time travel in 2010 <a location>. The gameplay follows non-linear plot lines which offer branching scenarios with courses of interaction."
1388,"[4, 33]",Dead or Alive 2,"[41000, 41001, 3880, 40999, 41002]","Dead or Alive 2 is a fighting game in the Dead or Alive series. The gameplay of DOA2, and all subsequent Dead or Alive games, borrows heavily from the Virtua Fighter series, but makes some key changes that drastically changes the way Dead or Alive is played in comparison to Virtua Fighter. In DOA2, the basis of the entire fighting system is the circular relationship between three types of moves: blows, throws, and holds.The other defining feature of DOA2, aside from blows/throws/holds, is its stun system. In DOA2 many attacks upon hitting will inflict a stun on the opponent. While stunned, the opponent cannot attack, and cannot guard, but they can hold. If the attacker lands a non-knockdown, non-launching attack while the opponent is stunned, the opponent will be re-stunned in a new way, depending on what attack was landed. A major difference between DOA2 and other fighters was in the safety and non-punishability of attacks, both upon hitting and upon being blocked. Most blows in DOA2 can be punished on hit and block by each character's faster throws, making blow-based offense very risky. In addition to the normal rules of juggling, each character also fits into a specific weight category, which affects how the character responds to being launched and being juggled. In DOA2, fights can occur on either water or ice; when a character is on such a surface, all non-knockdown, non-launching attacks will induce a stun on any successful hit. Walls and falls in the middle of stages are everywhere in the game. Many stages are also multi-tiered: to get to other areas of the stage, one character must be knocked off a ledge and fall into the next area. These falls deal usually fairly high damage, but cannot knock the opponent out. Other notable features included introducing CG cutscenes in line with the plot, replacing the original ""Danger Zone"" areas in stages with fully interactive ones, allowing players to juggle each other into walls, propelling characters from landmarks for more damage.",1388,"<The game> is a fighting game in <the game> series. The gameplay of the title, and all subsequent entries, borrows heavily from <an organization>, but makes some key changes that drastically alter the way <the game> is played in comparison to that series. In the title, the basis of the entire fighting system is the circular relationship between three types of moves: blows, throws, and holds. The other defining feature, aside from blows/throws/holds, is its stun system. In the title many attacks upon hitting will inflict a stun on the opponent. While stunned, the opponent cannot attack, and cannot guard, but <they> can hold. If the attacker lands a non‑knockdown, non‑launching attack while the opponent is stunned, the opponent will be re‑stunned in a new way, depending on what attack was landed. A major difference between the title and other fighters was the safety and non‑punishability of attacks, both upon hitting and upon being blocked. Most blows in the title can be punished on hit and block by each combatant’s faster throws, making blow‑based offense very risky. In addition to the normal rules of juggling, each combatant also fits into a specific weight category, which affects how <they> respond to being launched and being juggled. In the title, fights can occur on either water or ice; when a combatant is on such a surface, all non‑knockdown, non‑launching attacks will induce a stun on any successful hit. Walls and falls in the middle of stages are everywhere in the game. Many stages are also multi‑tiered: to get to other areas of the stage, one combatant must be knocked off a ledge and fall into the next area. These falls deal usually fairly high damage, but cannot knock the opponent out. Other notable features included introducing CG cutscenes in line with the plot, replacing the original <a location> areas in stages with fully interactive ones, allowing players to juggle each other into walls, propelling combatants from landmarks for more damage."
7194,"[31, 34]",Steins;Gate,"[11742, 11738, 11741, 11740, 11739]","Steins;Gate is a Japanese visual novel developed by 5pb. and Nitroplus. It is the second game in the Science Adventure series following Chaos;Head. The game is described by the development team as a ""hypothetical science ADV"" and explores time and time travel in 2010 Akihabara. The gameplay follows non-linear plot lines which offer branching scenarios with courses of interaction.",7194,"<The game> is a Japanese visual novel developed by 5pb. and Nitroplus. It is the second game in <The game> following <The game>. The game is described by the development team as a ""hypothetical science ADV"" and explores time and time travel in <a location>. The gameplay follows non-linear plot lines which offer branching scenarios with courses of interaction."
6060,"[5, 12]",Freedom Wars,"[140323, 140322, 140325, 140324]","In the not-too-distant future, atmospheric pollution has devastated the earth and resources have become scarce. Harsh new penal communities have formed in order to survive… The communities, known as Panopticons, battle to secure what precious few resources remain.

Born into incarceration, you are forced to fight for your freedom in dangerous missions. Work together with up to 4-player co-op in a frenetic blend of action and strategy as you fight to rescue civilians in possession of valuable rival Panopticon knowledge. Complete your missions, reduce your sentence, earn your freedom.",6060,"In the not-too-distant future, atmospheric pollution has devastated the earth and resources have become scarce. Harsh new penal communities have formed in order to survive… The communities, known as <an organization>, battle to secure what precious few resources remain.

Born into incarceration, you are forced to fight for your freedom in dangerous missions. Work together with up to 4-player co-op in a frenetic blend of action and strategy as you fight to rescue civilians in possession of valuable rival <an organization> knowledge. Complete your missions, reduce your sentence, earn your freedom."
